code,name,udm,sell_price
GEN10011463,CARBOTURAL 250MG  C/ 60 TABLETA,MEDICAMENTO GENERICO,261.27
PQ056-07042015,PAQUETE AXA QUIRURGICO,,"75,919.00"
MAT1329,BRAZALETE PLASTICO P/PAC AZUL,,402.78
115155,GENKOVA 80MG/2ML SOL INY C/5 AMP (GENTAMICINA),,300
MAT585,INMOVILIZADOR DE RODILLA TRIPANEL 16,,500.76
LAB155,ANTICUERPOS ANTI COXIELLA BURNETII (IFA),,"1,134.26"
SER1082,MAMOPLASTIA SIMPLE SIN PROTESIS,,"4,510.15"
SER1988,INTERCONSULTA PEDIATRIA NOCTURNO,,850
MAT535,GUANTE ESTERIL PARA LAMPARA DE QUIROFANO C/1,,111.28
MAT25693,"AGUJA STIMUPLEX A 22GX2""",EQUIPO MEDICO,364.62
MAT416,EQUIPO BASICO DESCAR COD 13105,,454.02
MAT9838,MASCARILLA N95,MATERIAL DE CURACION,170.56
SER992,INTRODUCCION DE DE CATETER EN ARTERIA CAROTIDEA O VERTEBRAL,,"3,340.84"
MAT060,APLICADOR DE NITRATO DE PLATA,,100.51
MAT10005,HIDROFIBRA AQUACEL EXTRA 10CM X 10 CM,,"3,266.85"
MAT897,REF 19-272 BUCK CURETTE ANG SHARP SIZE 0,,693.55
SER1396,REDUCCION CERRADA DE LUXACION DE ARTICULACION TIBIOPERONEA PROXIMAL; SIN ANESTESIA,,"2,265.52"
MATSER157,TROCAR Y PUNZON DE 10 MM,,"1,543.50"
103377,DEXABION DC PREINY 1 X 3 ML,MEDICAMENTO,187.49
SER541,COLPORRAFIA ANTERIOR REPARACION DE CISTOCELE CON O SIN REPARACION DE PERINEORRAFIA,,"9,041.17"
106512,LAXOYA 8.60/50 MG COMP 20,MEDICAMENTO,206.64
MAT2570,APOSITO HIDROCOLOIDE CON ALGINATO  10X20,OTROS,"2,624.58"
SER653,DRENAJE DE ABSCESO PERITONEAL O PERITONITIS LOCALIZADA EXCEPTO ABSCESO APENDICULAR TRANSABDOMINAL.,,"12,935.34"
LAB181,ANTICUERPOS ANTI GANGLIOSIDO ASIALO GM1 IgG EN SUERO,,"1,372.55"
LAB220,ANTICUERPOS ANTI MICROSOMALES,,434.54
PQEM002,EXAMEN DE ADMISIÓN FEMENINO,,488.8
SER593,CORRECCION QUIRURGICA DE INCONTINENCIA URINARIA MASCULINA CON O SIN COLOCACION DE PROTESIS,,"16,693.79"
IMA260,US EXTREMIDAD SUPERIOR(HOMBRO-BRAZO),,458.18
SER674,ENDOSCOPIA DE TRAQUEA Y BRONQUIOS. BRONCOSCOPIA DIAGNOSTICA (FLEXIBLE O RIGIDA) CON O SIN CEPILLADO Y LAVADO.,,"4,374.43"
25000375,ACETAFEN 12 TABS 750MG,MEDICAMENTO,96.88
106673,LINCOCIN 500 MG CAPS 16,MEDICAMENTO,246.83
MAT847,PRECINORM U 4X5ML ROCHE,,"1,472.72"
IMAEXT092,TC MOTOR NEMAK,,"2,982.00"
MAT880,PUNTAS NASALES NEONATALES,,81.22
LAB593,DIGOXINA NIVEL DE,,441.55
113629,ALDOMET (METILDOPA) TAB RECUB 250MG,MEDICAMENTO,196.09
109942,SANDOSTATINA  1mg/5ml c/1 F.A.,MEDICAMENTO,"7,300.00"
SER2052,USO MARCAPASOS,,530
MATSER101,PUNTA P/CAUTERIO FINA VALLEY 1452,,127.47
107427,MICROLAX 450/45 MG 4 ENEMAS,MEDICAMENTO,211.13
LAB048,QUIMICA SANG.(GLUC.UREA CREA.A.URICO),,216.96
MATSER035,BROCA 2.5 MM,,"1,568.86"
113680,DOBUTAMINA FCO AMP 250MG/20ML,MEDICAMENTO,270.67
112244,ZOVIRAX PED SUSP 60 ML,MEDICAMENTO,309.76
LAB916,PERFIL DE ENZIMAS CARDIACAS CON TROPONIN,,"3,226.57"
MAT5661,AMBU BOLSA RESERVODIA PEDIATRICA DESECHABLE,OTROS,731.25
PQEM001,EXAMEN DE ADMISIÓN AUTOLINEAS,,520
MATSER105,RENTA DE INSTRUMENTAL Y EQUIPO NEUMATICO,,"1,779.75"
SER131,INSTALACION DE SONDA VESICAL,,746.12
MAT1292,CATETER FOGARTY PARA EMBOLECTOMIA 5FR X 80CM,,"1,361.20"
LAB660,FIJACION DE COMPLEMENTO PARA ASPERGILLUS,,"1,071.17"
107741,NASALUB INF FCO GOTERO 30 ML,MEDICAMENTO,149.16
MAT3323,CATETER TORAXICO 36FR,OTROS,400
113909,GLICINA ( GLISURET ) 1.5% SOL. 3000 ML.,MEDICAMENTO,201.71
SER1467,REPARACION REVISION Y RECONSTRUCCION. REPARACION ABIERTA O PERCUTANEA POR RUPTURA DE TENDON DE AQUILES,,"9,876.38"
SER1160,OSTECTOMIA COMPLETA DE CABEZA DE 5º METETARSAL,,"4,656.31"
MAT1443,ROLLO DE PLASTICO 10CMX30M C/1ROLLO SCT4,,346.91
113163,NORCAREX (NALMEFENO) AMP 2MG/2ML,MEDICAMENTO,14.55
IMA017,RM ANGIO RM PORTA-ESPLENICA,,"4,544.00"
SER949,HOMBRO REMOCION DE DEPOSITO CALCAREO SUBDELTOIDEO (O INTRATENDINOSO) METODO ABIERTO,,"5,648.13"
SER1857,RENTA DE CONSOLAS(STRIKER/RADIOFREC/RASURADOR),,"9,126.00"
SER2030,Electrodo trenzado para neuromonitoreo,,"3,375.00"
105551,HALCION 0.125 MG TAB 30,Grupo II,810.24
LAB330,BIOPSIA DE COLON Y RECTO ENDOSCOPICA,,"1,038.70"
MAT196,CANDADO ROJO PARA CARRO,,60.39
LAB825,MIELOPEROXIDASA TINCION DE,,679.85
LAB618,EPAMIN NIVEL DE,,802.51
100628,ALVESCO 100MG SOL AERDOSIS60+INHA,MEDICAMENTO,505.03
MAT674,MANGA RODILLA  CON ORIFICIO CHICA,,220.33
100953,ANEREX 120 MG SOL 115 ML,MEDICAMENTO,228.58
LAB419,BIOPSIA DE TESTICULO QUISTE HIDROCELE,,730.12
104930,FLUARIX AD 0.5ML JPRELL CAJ C/1,MEDICAMENTO,600.24
110098,SERETIDE EVOCD 25/50MC 120DO 580,MEDICAMENTO,968.32
SER005,INCUBADORA(12 HORAS/ 1 DIA),,"1,771.66"
101809,BONADOXINA 297/608 G JBE 120 ML,MEDICAMENTO,248.23
SER1634,TRANSFERENCIA TENDINOSA TODOS LOS DEDOS,,"13,697.47"
MAT517,GLUCOSA HK,,"2,494.44"
MAT350,COTONOIDE 1 X 1,,245.37
114897,TERPLEX 100MG C/10 TAB (FLUCONAZOL),,86.11
SER1276,REDUCCION ABIERTA DE FRACTURA DE DIAFISIS FEMORAL CON O SIN MATERIAL DE OSTEOSINTESIS.,,"20,389.61"
103825,DRAMAMINE 50 MG TAB 24       215,MEDICAMENTO,232
SER530,COLONOSCOPIA FLEXIBLE PROXIMAL AL ANGULO ESPLENICO CON EXTRACCION DE TUMOR (S) POLIPO (S) U OTRA LESION (S).,,"6,211.89"
LAB812,MERCURIO EN SANGRE,,"1,860.83"
103166,DALACIN-T SOL TOPICA 30 ML,MEDICAMENTO,301.84
IMA146,?RX SENOS PARANASALES 3 POS (WATER LATE,,648.73
SER1612,TIMPANOSTOMIA (CON COLOCACION DE TUBOS DE VENTILACION),,"4,311.79"
PQ024,HIDROCELE ADULTO BIL/BLQ/AMB,,"7,691.49"
104875,FLEET PS FOSFOSODA LIMON SOL ORAL FCO C/45ML (BIFOSFATO DE SODIO/SULFATO DE SODIO),MEDICAMENTO,250
MAT757,MULTICAMPO HENDIDO 50X70 CMS 081400,,90.85
MAT198,CANULA DE GUEDEL # 00 4CMS,,145.11
IMA214,TC DE OIDOS (P),,"4,544.00"
108981,POSIPEN 250 MG CAPS 20,MEDICAMENTO,268.66
105853,INCARDEL 50 MG TAB 30,MEDICAMENTO,230.35
MAT1102,TRANCIONE ANTI D 10ML BIORAD,,260.4
MATSER142,TORNILLO P/PLACA BLOQUEADA 4.5X30,,"2,275.09"
PQAS005-28112014,PAQUETE MEDICAVIAL 1ERA VEZ,SERVICIO,"1,456.00"
PQ056-6122014,PAQUETE QUIRURGICO AXA SINIESTRO,SERVICIO,"36,823.50"
SER271,ARTRODESIS POR DEFORMIDAD ESPINAL- SIETE O MAS VERTEBRAS,,"32,468.85"
MAT735,MICROPORE COLOR PIEL 1PULG,,426.4
101447,BACTRIM SUSP ORAL FCO C/120ML (TRIMETOPRIM/SULFAMETOXAZOL),MEDICAMENTO,243.93
LAB069,ACIDO ACETIL SALICILICO POR INMUNOCAP (QUEST),,"1,137.76"
SER1909,CANULA DEPUY,SERVICIO,"3,254.47"
PQAS001-28112014,PAQUETE MAPFRE SUBSECUENTE,SERVICIO,0
SER2050,SERVICIO ANESTESIA DE MAYOR RIESGO,,"3,000.00"
114925,ESPABION SUSP PED FRASCO C/30ML [TRIMEBUTINA],,110.34
IMA027,RM DE COLUMNA DORSAL,,"4,544.00"
SER1406,REDUCCION CERRADA DE LUXACION DE SEMILUNAR CON MANIPULACION,,"4,656.31"
113735,RIOPAN GEL SOBRES 10ML C/20 SOBRES (MAGALDRATO/DIMETICONA),MEDICAMENTO,412.08
SER2029,Acido hialuronico hyacorp,,"20,250.00"
SER1391,REDUCCION CERRADA DE LUXACION ACROMIOCLAVICULAR CON MANIPULACION,,"2,202.88"
100689,AMCEF 1G IV FCO C/10ML AMP (CEFTRIAXONA),MEDICAMENTO,119.56
MAT1421,TERMOMETRO DIGITAL FLEXIBLE ,,200.3
104400,EVOCS-111 IV 500MG SOLINY 100 ML,MEDICAMENTO,656
PQAS014,MEDICAVIAL_S375,,433.37
112987,INDOMETACINA SUPOSITORIOS 100MG,MEDICAMENTO,97.76
102912,COLPOTROPHINE 10MG CAJA C/10 CAPS (PROMESTRIENO),MEDICAMENTO,405.83
LAB934,PIRUVATO  (ACIDO PIRUVICO),,765.13
MAT508,GEL PARA ULTRASONIDOS 4 LTS ECOGEL,,"1,173.45"
SER677,ENDOSCOPIA DE TRAQUEA Y BRONQUIOS. BRONCOSCOPIA DIAGNOSTICA (FLEXIBLE O RIGIDA) SUBSECUENTE,,"4,374.43"
PQEM010,METALSA FASE 1 y 2,,994.98
105901,INHIBITRON-F DUAL 40MG CAPS 7,MEDICAMENTO,397.7
101243,ATEMPERATOR 200 MG CPR 40,MEDICAMENTO,404.47
SER709,ESOFAGOPLASTIA POR VIA TORACICA; SIN CORRECCION DE FISTULA TRAQUEOESOFAGICA,,"18,071.89"
LAB009,BILIRRUBINA TOTAL (TOTAL DIRECTA E IND.,,125.61
110854,TAVANIC 500 MG TAB 7,MEDICAMENTO,880.5
SER1667,URETEROLITOTOMIA EN TERCIO MEDIO DE URETER,,"14,438.73"
LAB1018,SÍNDROME DE SCHWACHMAN DIAMOND MUTACION,,"13,169.48"
MAT856,PROLENE 0 8424 T,,"1,554.17"
PQAS003-14102014,PAQUETE ABA SINIESTROS,SERVICIO,"1,589.95"
IMAEXT001,RM ext DE TORAX (MEDIASTINO CAJA TORACICA),,"2,982.00"
SER944,HISTEROSCOPIA QUIRURGICA; CON LISIS DE ADHERENCIAS INTRAUTERINA (CUALQUIER METODO); CON ABLACION ENDOMETRIAL (CUALQUIER METODO).,,"14,021.11"
SER912,HERNIOPLASTIA FEMORAL EN CUALQUIER EDAD.,,"8,602.68"
112266,ZYPLO 60 MG TAB 20               N,MEDICAMENTO,236.39
SER1314,REDUCCION ABIERTA DE LUXACION AGUDA DE HOMBRO.(EN LUXACIONES RECURRENTES VER.23450),,"10,304.42"
114304,MAGALDRATO GEL 8G C/20 (RIOPAN SOBRES),,206.42
107530,MODURETIC 50MG/5MG CAJA C/30 TABS (HIDROCLOROTIAZIDA/AMILORIDA),MEDICAMENTO,206.62
114948,OMYGEN 20MG C/7 CAPS (OMEPRAZOL),,33.73
MAT792,PAPEL PHO-14 TIRAS C/100 CIVEQ,,249.38
LAB487,CHLAMYDIA ANTIGENO,,612.1
SER1316,REDUCCION ABIERTA DE LUXACION DE RODILLA CON O SIN MATERIAL DE OSTEOSINTESIS CON REPARACION DE LIGAMENTOS,,"15,388.78"
111661,VENTOLIN 5 MG SOL 10 ML      162,MEDICAMENTO,373.92
MAT105,BETALFATRUS LACA UNGUEAL 3.3ML,,534.14
SER1448,REPARACION DE HERIDAS 7.6 - 12.5 CMS. CIRUJANO PLASTICO,,"4,896.43"
SER438,CIERRE DE FISTULA RECTOVESICAL;,,"13,968.92"
IMA064,RX ARTICULACION SACROILIACA 2 POSICIONES,,649.04
MAT1003,SONDA FOLEY#18FR 100%SILICON,,267.07
100333,AFRIN INF 25 MG SPY CZA 20 ML,MEDICAMENTO,176.13
IMA268,US PRIMER ESTUDIO PAQUETE EMBARAZO,,"1,182.28"
LAB554,CRIOPRESERVACION,,"28,648.34"
102393,CELESTONE HYPAK 8MG/2ML SOL INY C/1 JGA (BETAMETASONA),MEDICAMENTO,277.59
MAT475,FERULA PULGAR Y DEDOS M,,233.69
SER1437,REMOCION DE PROTESIS DE CADERA,,"12,705.66"
SER1688,VENOGRAFIA DE EXTREMIDADES BILATERAL,,"7,339.43"
SER1346,REDUCCION CERRADA DE FRACTURA DE DIAFISIS DE RADIO CON LUXACION DE ARTICULACION RADIO-CUBITAL DISTAL (FRACTURA/LUXACION GALEAZZI),,"7,903.20"
MAT9193,MINI SET MARIPOSA 25,,26.2
101133,ARGENTAFIL 30ML 1% SUSP. SPRAY (SULFADIAZINA DE PLATA),MEDICAMENTO,
LAB815,METALES PESADOS EN ORINA DE 24 HORAS,,"4,160.87"
LAB357,BIOPSIA DE HIGADO Y VESICULA BILIAR,,"1,268.30"
LAB899,PARATHORMONA (HORMONA PARATIROIDEA PTH) INTACTA,,"3,291.79"
111455,CAPTOPRIL 25MG CAJA C/30 TABS,MEDICAMENTO,168.85
109922,SALOFALK 500MG C/40 GRAG,MEDICAMENTO,690.92
100707,AMIKACINA 100 MG 1 AMP 2 ML,MEDICAMENTO,78.6
IMA145,RX SENOS PARANASALES 2 POSICIONES,,649.04
SER189,ADRENALECTOMIA PARCIAL O COMPLETA CON EXCISION DE TUMOR RETROPERITONEAL ADYACENTE. (PARA EXCISION DE METASTASIS DE FEOCROMOCITOMA VER 49200),,"16,380.59"
SER2040,ANTIDOPING /EMPRESA DOESA,,250
104959,FLUMIL SOL GOTAS ORAL FCO C/25 ML (AMINOFENAZONA/BUFENINA/DIFENILPIRALINA),MEDICAMENTO,320.78
LAB012,CITOLOGIA DE MOCO FECAL,,167.65
MAT1061,TEGADERM IV 7 CM X 8.5,,
SER705,ESOFAGO PRUEBA DE REFLUJO ACIDO CON ELECTRODO DE PH INTRALUMINAL PARA DETECCION DEL REFLUJO GASTROESOFAGICO REGISTRO PROLONGADO.,,"2,620.48"
SER1023,LAMINECTOMIA PARA EVACUACION O EXCISION DE LESION MEDULAR NO NEOPLASICA EXTRADURAL;CERVICAL,,"26,079.49"
LAB020,CREATININA SERICA,,83.82
106998,MACRODANTINA INFANTIL 25MG/5ML SUSP ORAL (NITROFURANTOINA),MEDICAMENTO,365.33
IMA269,US PROSTATA TRANSABDOMINAL (VEJIGA LLENA,,668.5
MAT628,JUEGO DE EMPAQUES PARA COLOCACION DE VAPORIZADORES EN MAQUINA DE ANEST,,"1,310.40"
MATSER064,INJERTO DE HUESO,,"33,800.00"
SER1143,NEURORRAFIA /TENORRAFIA (SERVICIO MEDICO),,"12,651.92"
MAT038,AGUJA UP UNIPLEX 22GA x80MM,,704.34
SER835,FARINGE ADENOIDES Y AMIGDALAS. INCISION Y DRENAJE DE ABSCESO; RETRO O PARAFARINGEO VIA ORAL.,,"5,324.48"
SER1914,MODULO DE AGUJAS PARA MONITOREO,,"67,500.00"
LAB952,PROCALCITONINA SERICA,,"2,192.50"
100448,ALBOTHYL SOL 12 ML,MEDICAMENTO,173.89
107004,MACROZIT G 500 MG TAB 4,MEDICAMENTO,360.91
114949,ENALAPRIL 10MG C/30 TAB,,84.89
SER1440,REPARACION DE CONTRACTURA DE RECTO,,"8,185.07"
MAT774,NYLON 2-0 CE 2442,,302.7
103773,DORIXINA-RELAX 125/5MG C/20 COMP,MEDICAMENTO,457.84
104960,FLUMIL 40/1.5/1.5MG CAPS 20,MEDICAMENTO,320.78
LAB074,ACIDO GLUTARICO CUANTITATIVO EN ORINA AL AZAR,,"3,120.07"
MAT1341,FAJA SACROLUMBAR ENTALLADA -GD FA6-GD,,414.8
LAB684,GASTRINA,,725.41
SER1558,SISTEMA URINARIO. DRENAJE DE ABSCESO PERIRENAL O RENAL,,"9,135.13"
IMA258,US ENDOVAGINAL RECUPERACION GAMETOS,,"2,244.10"
SER789,EXCISION DE TUMOR SUBCUTANEO EN BRAZO Y/O CODO,,"2,766.65"
114368,GLUCOSADO *DX-10%* 500ML,,90.06
109128,PRIDAM 4MG AMP 10X4ML,MEDICAMENTO,"1,217.59"
114950,AMIKACINA SOL INY 500MG/2ML,,26.44
112816,DOLAC (KETOROLACO) TAB 10MG,MEDICAMENTO,202.8
IMA054,RX ABDOMEN PORTATIL 4 POSICIONES,,649.04
PQAS021-19032015,PAQUETE AXA  PRIMERA VEZ,,"2,205.00"
103756,DOMEBORO 36.4/51.6 G PVO SB 12,MEDICAMENTO,252.44
MAT1235,VICRYL 3-0 J316,,"1,351.20"
PQ030,VARICOCELE UNILATERAL/BLOQ/AMB,,"7,108.67"
SER1708,USO SIERRA GIGLI,,"1,362.82"
SER1153,ONCOLOGO (SERVICIO MEDICO),,"1,784.64"
SER178,ABORDAJE TRANSPEDICULAR CON DESCOMPRESION DE LA MEDULA ESPINAL COLA DE CABALLO Y/O RAICES NEURALES (P. EJ. DISCO INTERVERTEBRAL HERNIADO) UN SOLO SEGMENTO; LUMBAR.,,"27,718.59"
SER1846,SERVICIO OTRO,,
106136,KANKA BABY GEL TUBO C/10 GR (BENZOCAINA),MEDICAMENTO,210.92
LAB860,OSMOLARIDAD URINARIA,,342.26
MAT1107,TRANSPORE 1 PULG,,295.2
MAT953,SEDA PERMA-HAND 4/0 SA 83 LIGADURA,,"1,447.76"
SER590,CORRECCION PLASTICA DE LABIO/NARIZ HENDIDO; PARCIAL O COMPLETO,,"11,724.28"
LAB633,ESTROGENOS TOTALES EN SANGRE,,"1,918.06"
PQCE008,CONSULTA SUBSECUENTE QUIRURGICO,,0
SER1120,NEFRECTOMIA RECEPTORA (PROCEDIMIENTO CEPARADO).,,"20,379.16"
SER146,REMOVER CUERPO EXTRAÑO DE OJO,,561.6
MAT1400,SOL.P/DIALISIS 2.5 LTS BAXTER,,139.23
PQ054,HERNIA INGUI CONV BIL/BLQ/AMB,,"9,776.00"
LAB395,BIOPSIA DE PIEL QUISTE SEBACEO (VARIOS),,"1,061.79"
114373,DICLOXACILINA 500MG/5ML SOL. INY. C/1 AMP (AMSA),,178.08
102247,CATAFLAM SUSP GOTAS 15MG/ML FCO C/20 ML (DICLOFENACO),MEDICAMENTO,345.88
111786,VIOFORMO CRA 60 G  54925,MEDICAMENTO,150.46
SER1628,TRANSFERENCIA DE TENDON O MUSCULO QUE FORMAN EL HUECO POPLITEO,,"13,551.31"
SER1148,NEURORRAFIAS CUBITAL MOTOR,,"9,876.38"
SER966,INCISION Y DRENAJE DE ABSCESO SECUNDARIO A HERIDA QUIRURGICA INFECTADA,,"2,265.52"
100786,AMOXI/CLAV SUSP PED 25MG (GM),MEDICAMENTO,146.92
SER1792,NASOLARINGOSCOPIA,SERVICIO,"1,081.60"
MAT1409,CALIBRATOR F.A.S. LIPIDS,,"1,950.16"
SER212,ANESTESIOLOGO POR SUTURA (SERVICIO MEDICO),,742.41
107535,MONOCARAT DEPOT 100MG CAJA C/10 TABS (MONONITRATO DE ISOSORBIDA),MEDICAMENTO,391.42
SER1433,REEMPLAZO TOTAL O PARTE DEL URETERO POR INTESTINO INCLUYE LA ANASTOMOSIS INTESTINAL.,,"22,686.45"
SER801,EXCISION O CURETAJE DE QUISTE OSEO O TUMOR BENIGNO EN ASTRAGALO O CALCANEO,,"5,084.35"
SER365,BIOPSIA DE OROFARINGE,,845.66
IMA273,US REFLUJO O ESOFAGO,,590.55
MATSER159,USO FIJADOR EXTERNO,SERVICIO,"52,000.00"
MAT905,REF 19-50-3 FARRIOR EAR SPECULA SIZE 3,,"2,946.97"
MAT1450,STRECK P/12 EXTEND 18X4.5ML CELL.COUL.MIN.MICR.AB,,841.93
MAT1157,TUBO PENROSE 1 ESTERIL,,90.26
MAT1004,SONDA GASTRO TIPO LEVIN 16FR,,25.38
MAT518,GORRO DESECHABLE P/CIRUJANO,,200.93
IMA300,US GENETICO,,"1,254.24"
SER1974,PACIENTE 3,,1.04
MAT484,FERULA TIPO SOMBRILLA MEDIANA,,206.48
IMA125,RX PELVIS 2 POSICIONES,,649.04
SER682,ENDOSCOPIA URETERAL CON O SIN IRRIGACION  INSTILACION O URETROPIELOGRAFIA,,"2,014.96"
MAT595,INTROCAN G 16 CATETER PERIFERICO,,705.12
LAB165,ANTICUERPOS ANTI DENGUE IgM (ELISA),,"1,045.47"
SER708,ESOFAGOPLASTIA POR VIA TORACICA; CON CORRECCION DE FISTULA TRAQUEOESOFAGICA,,"25,411.32"
107833,NEO-MELUBRINA 300MG INF SUPS 5,MEDICAMENTO,192.57
PQCE013,PAQUETE BIOPSIA ENDOMETRIO(CE),,"2,401.16"
LAB594,DIHIDROEPIANDROSTERONA,,523.32
SER1537,SIGMOIDOSCOPIA FLEXIBLE; DIAGNOSTICA CON BIOPSIA SIMPLE O MULTIPLE,,"1,670.43"
LAB207,ANTICUERPOS ANTI HISTOPLASMA INMUNODIFUSION,,777.97
108672,PEDIALYTE 60 MEQ UVA 500 ML,MEDICAMENTO,105.38
LAB326,BIOPSIA DE APENDICE CECAL Y VESICULA BILIAR,,"1,268.30"
PQ025,APEND CONV/BLOQ/1H/BMED,,"12,568.72"
SER1955,CAJAS PEEK 25 MM 10-8,SERVICIO,"50,377.71"
SER2015,SERVICIO MEDICO GINECOLOGO,,"8,000.00"
IMA050,RX ABDOMEN O VIENTRE 4 POSICIONES,,649.04
LAB938,PLOMO EN ORINA DE 24 HORAS,,733.58
101491,BAYCUTEN-N CRA 35 G,MEDICAMENTO,200
107301,METILDOPA 250 MG TABLETAS 30     GI,MEDICAMENTO,93.28
SER1168,OSTEOTOMIA TIBIA Y PERONE,,"13,269.42"
114856,AMPICILINA 500 MG CAPS C/20 ,MEDICAMENTO,93.6
114896,BRUPACIL COMP 10MG C/ 10 GRAGEAS (BUTIL/METAMIZOL),,161.57
SER1497,RESECCION RADICAL DE TUMOR (NEOPLASIA MALIGNA) DE TEJIDOS BLANDOS DE MUSLO O RODILLA,,"12,423.78"
110662,SUPRADOL SUBLIN 30MG TAB 2,MEDICAMENTO,194.73
MAT1305,INMOVILIZADOR DE HOMBRO UNIVERSAL INHU,,210.32
114293,GABAPENTINA CAP 400MG C/16 (WERMY ),MEDICAMENTOS GI,188.4
MAT492,FLEBOTEK MICROGOTERO  (sevi),,58.34
110741,SYNVISC ONE 6 ML,MEDICAMENTO,"9,434.88"
LAB227,ANTICUERPOS ANTI MYCOPLASMA IGG,,"1,004.59"
LAB006,Anti doping 5,,572
MAT1085,TOALLITAS HUMEDAS C/80 PZAS JALOMA,,93.6
250006627,SONS PIRAL INF 3.2G/100ML JBE FRASCO C/120ML (PARACETAMOL),MEDICAMENTO,18.72
MAT835,Placa p/ serología de vidrio de 30 anillos,,428.98
MAT417,EQUIPO DE CIRUGIA MENOR DESCAR COD 13114,,383.76
SER302,ARTROSCOPIA DE RODILLA POR INFECCION LAVADO Y DRENAJE CON REPARACION DE MENISCOS MEDIAL Y LATERAL,,"17,904.85"
109201,PROFENID 100 MG CAPS 20,MEDICAMENTO,525.9
104262,ESKAPAR 200 MG CAPS 16,MEDICAMENTO,7.27
GEN10011449,BONADOXINA JARABE 120 ML,MEDICAMENTO GENERICO,227.6
PQAS012-19092014,MEDICAVIAL S_360,SERVICIO,416.03
115224,MAVIDOL TR 10/25MG SOL INY C/3 AMP (KETOROLACO / TRAMADOL),,132
LAB473,CD 133 DETERMINACION,,"2,483.44"
108084,NORFLEX PLUS 35/450 MG TAB 50,MEDICAMENTO,459.46
MATSER115,TORNILLO CORTICAL,,337.05
SER2026,LAVADO NASAL,,325
111630,VARTALON COMP1500/1200MGSB15,MEDICAMENTO,745.5
SER1793,CATETER P/COLANGIO,,"1,349.84"
MAT984,SONDA FOLEY EST. SILICONIZ. 2VGLB10 FR28,,76.19
MAT1340,FACTS 650ML CON ATOMIZADOR PARA USO DELIMPIEZA DE AUTOCLAVE PISA,,773.96
MAT761,MUÑEQUERA CON PULGAR EN ABDUCCION  DM,,450.68
100201,ACOMEXOL CRA TB 30 G,MEDICAMENTO,181.81
SER1697,VULVECTOMIA RADICAL COMPLETA,,"14,000.24"
SER568,CORRECCION DE ECTROPION,,"7,516.90"
IMA107,RX LATERAL CON CEFALOSTATO O PERFILOGRAM,,649.04
110678,SUPS SENOSIAIN AD 2.632G C/10,MEDICAMENTO,78.94
SER304,ARTROSCOPIA DE RODILLA POR INFECCION LAVADO Y DRENAJE PARA EXTRACCION DE CUERPO EXTRAÑO,,"8,884.56"
MAT1160,TUBO PENROSE ESTERIL 1/2,,90.26
114261,ACIDO CLAVULANICO/AMOXICILINA SUSP 400MG (CLAVUSER JR 12H),MEDICAMENTOS GI,182.12
102738,CLEXANE 40MG/0.4ML SOL INY C/2 JGA (ENOXAPARINA),MEDICAMENTO,496
108619,PARAMIX 500MG CAJA C/6 GRAG (NITAZOXANIDA),MEDICAMENTO,372.84
IMA115,RX MASTOIDES 6 P (SHUL + STENV + TRANSOR,,649.04
114284,CLONIXINATO DE LISINA AMP 100MG (LIXITIN),,170.34
MAT867,PROLENE 6-0 P8697T,,"1,813.71"
PQ007-18112015,PAQUETE CESAREA INTEGRAL,,"17,900.00"
107019,MAGNEFUSIN 10 ml C/100 amp,MEDICAMENTO,984
MAT1045,SULFOLYSER REAGENT,,"11,289.76"
MAT702,MASCARILLA LARINGEA #2,,552.47
MAT1139,TUBO ENDOTRAQUEAL 6.5 C/GLOBO,,150.11
PQAS021-29102014-2,PAQUETE AXA PRIMERA VEZ,SERVICIO,"2,315.25"
LAB915,PERFIL DE ENZIMAS CARDIACAS,,748.35
114292,FOSFANEMA (ENEMA FOSFATO),MEDICAMENTOS GI,184.5
IMA179,TC ABDOMEN INFERIOR PELVIS (P),,"3,408.00"
SER1407,REDUCCION CERRADA DE LUXACION DE TOBILLO CON ANESTESIA CON O SIN TRACCION ESQUELETICA,,"5,648.13"
SER1655,TRATAMIENTO PARA SINDACTILIA CON COLGAJO DE TEJIDO.,,"9,176.89"
102087,CALTRATE-600 TAB 30,MEDICAMENTO,243.27
250006217,RILTEN 30 TABS 25MG,MEDICAMENTO,34.94
MATSER110,TORNILLO 2.0 X 12 MM,,"1,181.25"
SER486,COLANGIOPANCREATOGRAFIA ENDOSCOPICA RETROGRADA (ERCP) DIAGNOSTICA CON EXTRACCION DE CALCULOS DE VIAS BILIARES Y/O PANCREATICAS,,"11,724.28"
PQCE004,PAQUETE 20 SESIONES + CONSULTA TRAUMATOLOGIA,,"3,896.56"
MATSER106,SET CATETER DOBLE J 6X24 MCA.COOK,,"2,316.83"
107911,NEURALIN SOL INY C/2 AMP,MEDICAMENTO,207.04
SER3037,Reconstruccion y fractura proximal distal de pulgar izquierdo,,"20,000.00"
111286,TREXEN DUO 100-400MG OV 7    159,MEDICAMENTO,536.39
LAB525,CLORO EN ORINA,,363.29
100624,ALUPENT 20 MG CPR 30,MEDICAMENTO,246.85
114314,AGUA ESTERILIZADA P/IRRIGAR 3 LITROS,,178.05
SER1660,TROMBOENDARTERECTOMIA DE CAROTIDA VERTEBRAL Y SUBCLAVIA POR INCISION EN CUELLO,,"14,877.21"
